Text,Language,clean_text
അതായത് ഏതെങ്കിലും വിഷയത്തെപ്പറ്റി ലേഖനമെഴുതാനുദ്ദേശിക്കുന്ന വിക്കിപീഡിയൻ അതുമായി ബന്ധപ്പെട്ട പത്രവാർത്തകളും ലേഖനങ്ങളും സേർച്ച് ചെയ്തെടുക്കുന്നു.,Malayalam,അതായത്ഏതെങ്കിലുംവിഷയത്തെപ്പറ്റിലേഖനമെഴുതാനുദ്ദേശിക്കുന്നവിക്കിപീഡിയൻഅതുമായിബന്ധപ്പെട്ടപത്രവാർത്തകളുംലേഖനങ്ങളുംസേർച്ച്ചെയ്തെടുക്കുന്നു
ഓൺ‌ലൈൻ ആക്റ്റിവിസത്തിന്റെ ഇക്കാലത്ത് അനായാസമായ ഈ സൗകര്യം പക്ഷേ മലയാളത്തിൽ ശൈശവാവസ്ഥയിലാണ്.,Malayalam,ഓൺ‌ലൈൻആക്റ്റിവിസത്തിന്റെഇക്കാലത്ത്അനായാസമായഈസൗകര്യംപക്ഷേമലയാളത്തിൽശൈശവാവസ്ഥയിലാണ്
ഓൺലൈൻ തിരയിലിലൂടെ റഫറൻസുകൾ കണ്ടെത്തുക എന്നത് മലയാളഭാഷയിൽ ബുദ്ധിമുട്ടാണെന്നകാര്യം ഏവർക്കുമറിവുള്ളതാണല്ലോ.,Malayalam,ഓൺലൈൻതിരയിലിലൂടെറഫറൻസുകൾകണ്ടെത്തുകഎന്നത്മലയാളഭാഷയിൽബുദ്ധിമുട്ടാണെന്നകാര്യംഏവർക്കുമറിവുള്ളതാണല്ലോ
കാരണം നമ്മുടെ പത്രങ്ങൾ ഒക്കെ ഇപ്പോഴും യൂണികോഡ് ഫോണ്ട് ഉപയോഗിക്കാൻ തുടങ്ങിയിട്ടില്ല എന്നതാണ്.,Malayalam,കാരണംനമ്മുടെപത്രങ്ങൾഒക്കെഇപ്പോഴുംയൂണികോഡ്ഫോണ്ട്ഉപയോഗിക്കാൻതുടങ്ങിയിട്ടില്ലഎന്നതാണ്
കേരളത്തിനുള്ളിൽ നിന്നും പ്രവർത്തിക്കുന്ന വിക്കിപീഡിയർ ഏറെയുണ്ടാകുന്നതുകൊണ്ടുള്ള മറ്റൊരു സുപ്രധാനനേട്ടവും ഈ റഫറൻസുകളുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു.,Malayalam,കേരളത്തിനുള്ളിൽനിന്നുംപ്രവർത്തിക്കുന്നവിക്കിപീഡിയർഏറെയുണ്ടാകുന്നതുകൊണ്ടുള്ളമറ്റൊരുസുപ്രധാനനേട്ടവുംഈറഫറൻസുകളുമായിബന്ധപ്പെട്ടിരിക്കുന്നു
കേരള ചരിത്രത്തെപ്പറ്റിയും സംസ്കാരത്തെപ്പറ്റിയുമൊക്കെയുള്ള ഗ്രന്ഥങ്ങളും ലേഖനങ്ങളും എളുപ്പത്തിൽ കണ്ടെത്താം എന്നതിനാൽ കേരളത്തിലുള്ളവർക്ക് ആധികാരിക രേഖകൾ അടിസ്ഥാനമാക്കി ലേഖനങ്ങളെഴുതുക കൂടുതൽ സൗകര്യപ്രദമാണ്.,Malayalam,കേരളചരിത്രത്തെപ്പറ്റിയുംസംസ്കാരത്തെപ്പറ്റിയുമൊക്കെയുള്ളഗ്രന്ഥങ്ങളുംലേഖനങ്ങളുംഎളുപ്പത്തിൽകണ്ടെത്താംഎന്നതിനാൽകേരളത്തിലുള്ളവർക്ക്ആധികാരികരേഖകൾഅടിസ്ഥാനമാക്കിലേഖനങ്ങളെഴുതുകകൂടുതൽസൗകര്യപ്രദമാണ്
മലയാളം വിക്കിപീഡിയ കേരളത്തിനുള്ളിൽ നിന്നും കൂടുതൽ പ്രവർത്തകരെ സ്വാഗതം ചെയ്യുന്നതും ഇക്കാരണം കൊണ്ടാണ്.,Malayalam,മലയാളംവിക്കിപീഡിയകേരളത്തിനുള്ളിൽനിന്നുംകൂടുതൽപ്രവർത്തകരെസ്വാഗതംചെയ്യുന്നതുംഇക്കാരണംകൊണ്ടാണ്
വിക്കിപീഡിയയിലെ ഒരു ലേഖനത്തിനും കൃത്യമായൊരു രചയിതാവില്ല.,Malayalam,വിക്കിപീഡിയയിലെഒരുലേഖനത്തിനുംകൃത്യമായൊരുരചയിതാവില്ല
അതായത്‌ ഒരു ലേഖനത്തിനു പിന്നിൽ പ്രവർത്തിച്ചവർ പലരുണ്ടാവും.അവരുടെ കാഴ്ചപ്പാടുകളും വ്യത്യസ്തമാവും.,Malayalam,അതായത്‌ഒരുലേഖനത്തിനുപിന്നിൽപ്രവർത്തിച്ചവർപലരുണ്ടാവുംഅവരുടെകാഴ്ചപ്പാടുകളുംവ്യത്യസ്തമാവും
"അതുകൊണ്ടുതന്നെ, എല്ലാവർക്കും ഒരു പോലെ യോജിക്കാനാവുന്ന ഒരു മധ്യമാ‍ർഗത്തിനേ വിക്കിയിലെ ലേഖനങ്ങളിൽ നിലനിൽപ്പുണ്ടാവൂ.",Malayalam,അതുകൊണ്ടുതന്നെഎല്ലാവർക്കുംഒരുപോലെയോജിക്കാനാവുന്നഒരുമധ്യമാ‍ർഗത്തിനേവിക്കിയിലെലേഖനങ്ങളിൽനിലനിൽപ്പുണ്ടാവൂ
"അതായത്‌ വിക്കി വളരെ സ്വാഭാവികമായി തന്നെ നിഷ്പക്ഷത
ഉറപ്പാക്കുന്നു.",Malayalam,അതായത്‌വിക്കിവളരെസ്വാഭാവികമായിതന്നെനിഷ്പക്ഷതഉറപ്പാക്കുന്നു
"കാശ്മീർ, സിന്ധൂനദീതടസംസ്കാരം, ഇസ്രായേൽ-പാലസ്തീൻ എന്നിങ്ങനെയുള്ള ഏറ്റവും കുഴഞ്ഞുമറിഞ്ഞ പ്രശ്നങ്ങളിൽ പോലും ഏറ്റവും നിഷ്പക്ഷമായ സമീപനത്തിന് പേരുകേട്ടതാണ് വിക്കിപീഡിയ.",Malayalam,കാശ്മീർസിന്ധൂനദീതടസംസ്കാരംഇസ്രായേൽപാലസ്തീൻഎന്നിങ്ങനെയുള്ളഏറ്റവുംകുഴഞ്ഞുമറിഞ്ഞപ്രശ്നങ്ങളിൽപോലുംഏറ്റവുംനിഷ്പക്ഷമായസമീപനത്തിന്പേരുകേട്ടതാണ്വിക്കിപീഡിയ
വിക്കിപീഡിയയിലെ വിവരണം മാത്രമേ ഏതു പ്രശ്നത്തിന്റേയും രണ്ടു വശങ്ങളും ഒരുപോലെ വിവരിക്കുന്നുള്ളൂ എന്നു വിശ്വസിക്കുന്നവരിപ്പോൾ ഏറി വരികയാണ്.,Malayalam,വിക്കിപീഡിയയിലെവിവരണംമാത്രമേഏതുപ്രശ്നത്തിന്റേയുംരണ്ടുവശങ്ങളുംഒരുപോലെവിവരിക്കുന്നുള്ളൂഎന്നുവിശ്വസിക്കുന്നവരിപ്പോൾഏറിവരികയാണ്
ഇങ്ങനെ അനേകം പേരുടെ കൂട്ടായ്മയിൽ നിന്നാണ് ഓരോ ലേഖനങ്ങളുടേയും ആധികാരികത ഉറപ്പാക്കപ്പെടുന്നത്‌.,Malayalam,ഇങ്ങനെഅനേകംപേരുടെകൂട്ടായ്മയിൽനിന്നാണ്ഓരോലേഖനങ്ങളുടേയുംആധികാരികതഉറപ്പാക്കപ്പെടുന്നത്‌
മറ്റൊരു രീതിയിൽ പറഞ്ഞാൽ തെറ്റെഴുതിയാൽ തിരുത്താനും ആളുണ്ടെന്നർഥം.,Malayalam,മറ്റൊരുരീതിയിൽപറഞ്ഞാൽതെറ്റെഴുതിയാൽതിരുത്താനുംആളുണ്ടെന്നർഥം
"എല്ലാ ലേഖകരും, എല്ലാ വിവരസ്രോതസ്സുകളും വസ്തുതകളോട് പക്ഷപാതിത്വം ഉള്ളവരായിരിക്കും അതുകൊണ്ടുതന്നെ വലിയൊരു ലേഖകസംഘം തങ്ങളുടെ കാഴ്ചപ്പാടുകൾ സ്രോതസ്സുകളുടെ പിൻബലത്തോടെ ഒരു ലേഖനത്തിൽ അവതരിപ്പിക്കുമ്പോൾ ലേഖനത്തിന് സ്വതന്ത്രമായ ഒരു നിഷ്പക്ഷത ലഭിക്കേണ്ടതാണ്.",Malayalam,എല്ലാലേഖകരുംഎല്ലാവിവരസ്രോതസ്സുകളുംവസ്തുതകളോട്പക്ഷപാതിത്വംഉള്ളവരായിരിക്കുംഅതുകൊണ്ടുതന്നെവലിയൊരുലേഖകസംഘംതങ്ങളുടെകാഴ്ചപ്പാടുകൾസ്രോതസ്സുകളുടെപിൻബലത്തോടെഒരുലേഖനത്തിൽഅവതരിപ്പിക്കുമ്പോൾലേഖനത്തിന്സ്വതന്ത്രമായഒരുനിഷ്പക്ഷതലഭിക്കേണ്ടതാണ്
ഇത്തരത്തിൽ ചേരുന്നതും ചേരാത്തതുമായ വിവിധ കാഴ്ചപ്പാടുകളെ ഒരുമിച്ച് കൈകാര്യം ചെയ്യുന്നതിനെ സന്തുലിതമായ കാഴ്ചപ്പാട് എന്നാണ് വിക്കിപീഡിയ സ്വയം വിളിക്കുന്നത്.,Malayalam,ഇത്തരത്തിൽചേരുന്നതുംചേരാത്തതുമായവിവിധകാഴ്ചപ്പാടുകളെഒരുമിച്ച്കൈകാര്യംചെയ്യുന്നതിനെസന്തുലിതമായകാഴ്ചപ്പാട്എന്നാണ്വിക്കിപീഡിയസ്വയംവിളിക്കുന്നത്
